/////////////////////////////////////////////////////////////////////////////
//Shop tạo bởi GoldMU.Net [Shop Editor]
//SDT Zalo: 0987 819 266
///////////////////////////
//Shop: 010 - Elf Lala
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
7		24		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Mũ
8		24		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Áo
9		24		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Quần
10		24		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Tay
11		24		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Giày

4		19		9		0		1		1		7		63		0		0		0		255		255		255		255		255		// Nỏ
4		20		9		0		1		1		7		63		0		0		0		255		255		255		255		255		//Cung
4		7		3		0		1		1		7		63		0		0		0		255		255		255		255		255		//Tên Nỏ
4		15		3		0		1		1		7		63		0		0		0		255		255		255		255		255		//Tên Cung


12		8		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Phục Hồi Máu
12		9		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tăng Phòng Thủ
12		10		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tăng Tấn Công
12		17		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Xuyên Tâm Tiễn
12		18		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Mũi Tên Băng
12		45		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Liên Hoàn Tiễn
12		46		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Phục Hồi SD
14		3		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Máu To
14		6		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Phép To
end
