/////////////////////////////////////////////////////////////////////////////
//商店由 GoldMU.Net 创建 [商店编辑器]
//电话 Zalo: 0987 819 266
///////////////////////////
//Shop: 015 - Fireworks Girl
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
7		61		9		0		0		1		1		7		63		0		0		255		255		255		255		255		//头盔
8		61		9		0		0		1		1		7		63		0		0		255		255		255		255		255		//盔甲
9		61		9		0		0		1		1		7		63		0		0		255		255		255		255		255		//护腿
10		61		9		0		0		1		1		7		63		0		0		255		255		255		255		255		//手套
11		61		9		0		0		1		1		7		63		0		0		255		255		255		255		255		//靴子
0		34		9		0		1		1		1		7		63		0		0		255		255		255		255		255		//爪
0		34		9		0		1		1		1		7		63		0		0		255		255		255		255		255		//爪
0		32		9		0		1		1		1		7		63		0		0		255		255		255		255		255		//爪



15		30		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//摔绊书
15		31		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//幻影连击书
15		32		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//铁拳书
15		33		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//龙息书


15		34		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//穿透书
15		35		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//增加体力书
15		36		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//护体书
end
