/////////////////////////////////////////////////////////////////////////////
//商店由 GoldMU.Net 创建 [商店编辑器]
//电话 Zalo: 0987 819 266
///////////////////////////
//Shop: 000 - Hanzo the Blacksmith
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//

0		20		9		0		1		1		7		63		0		0		0		255		255		255		255		255		//剑
6		13		9		0		1		1		7		63		0		0		0		255		255		255		255		255		//盾牌

7		21		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//头盔
8		21		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//盔甲
9		21		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//护腿
10		21		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//手套
11		21		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//靴子


12		7		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//旋风斩宝石
12		12		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//地震宝石
12		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//旋突宝石
12		44		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//冰斩宝石
12		19		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//风刺宝石
12		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//增加血量宝石
14		3		1		255		0		0		0		0		0		0		0		255		255		255		255		255		//大生命药水
14		6		1		255		0		0		0		0		0		0		0		255		255		255		255		255		//大魔法药水

end
