/////////////////////////////////////////////////////////////////////////////
//Shop tạo bởi GoldMU.Net [Shop Editor]
//SDT Zalo: 0987 819 266
///////////////////////////
//Shop: 009 - Eo the Craftsman
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
4		7		3		0		0		0		0		0		0		0		0		255		255		255		255		255		//Tên Nỏ
4		15		3		0		0		0		0		0		0		0		0		255		255		255		255		255		//Tên Cung
4		8		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Nỏ
4		9		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Nỏ Vàng
4		0		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Cung Nhỏ
4		1		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Cung
4		2		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Cung Hoa
4		3		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Cung Chiến
4		11		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Nỏ Ánh Sáng
4		4		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Cung Hổ
4		10		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Nỏ Thép
6		3		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Khiên Tiên Nữ
end
