/////////////////////////////////////////////////////////////////////////////
//Shop tạo bởi GoldMU.Net [Shop Editor]
//SDT Zalo: 0987 819 266
///////////////////////////
//Shop: 018 - Marseille
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
7		42		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Mũ
8		42		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Áo
9		42		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Quần
10		42		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Tay
11		42		9		0		0		1		7		63		0		0		0		255		255		255		255		255		//Giày

5		18		9		0		1		1		7		63		0		0		0		255		255		255		255		255		//Khuyển
5		21		9		0		1		1		7		63		0		0		0		255		255		255		255		255		//Sách




15		3		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Quả Cầu Lửa
15		10		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Sóng Âm
15		1		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Thiên Thạch
15		19		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Lôi Điện
15		20		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Hút Máu
15		21		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Shock Điện
15		22		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Phản Hồi
15		23		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Hộ Công
15		24		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Ru Ngủ
15		26		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Giảm Sức Đánh
15		27		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Giảm Phòng Thủ
end
