/////////////////////////////////////////////////////////////////////////////
//Shop tạo bởi GoldMU.Net [Shop Editor]
//SDT: 0987 819 266
///////////////////////////
//Shop: 001 - Liaman the Barmaid
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
14		3		1		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Máu To
14		6		1		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Phép To
14		8		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Liều Giải Độc
13		0		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Thần Hộ Mệnh
13		1		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Tiểu Quỷ
13		2		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Kỳ Lân
13		14		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ
13		14		1		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ
14		111		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Tham Gia Dopple
14		102		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Mệnh Lệnh Của Gaion
13		4		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Chiến Mã
13		5		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Quạ Tinh
13		29		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Giáp Hỗn Nguyên
13		46		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Quảng Trường Quỷ
13		47		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Huyết Lâu
13		48		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Vé Kalima
12		15		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Hỗn Nguyên
14		13		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Ước Nguyện
14		14		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tâm Linh
14		16		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Sinh Mệnh
14		22		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Sáng Tạo
12		141		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Hỗn Nguyên
12		30		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Ước Nguyện
12		31		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Tâm Linh
12		137		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sáng Tạo
12		136		2		0		0		0		0		0		0		0		0		255		255		255		255		255		//Cụm Ngọc Sinh Mệnh
14		41		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Nguyên Thủy
14		42		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Tạo Hóa
14		43		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Tạo Hóa
14		44		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Tinh Luyện Cao
14		31		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Đá Hộ Mệnh
14		11		8		0		0		0		0		0		0		0		0		255		255		255		255		255		//Hộp May Mắn
14		11		9		0		0		0		0		0		0		0		0		255		255		255		255		255		//Hộp May Mắn
14		11		10		0		0		0		0		0		0		0		0		255		255		255		255		255		//Hộp May Mắn
14		11		11		0		0		0		0		0		0		0		0		255		255		255		255		255		//Hộp May Mắn
14		11		12		0		0		0		0		0		0		0		0		255		255		255		255		255		//Hộp May Mắn
14		52		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Quà GM
13		52		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Linh Hồn Condor
13		53		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ Condor
14		170		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ Condor
14		171		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ Condor
14		172		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ Condor
14		173		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Lông Vũ Condor
14		244		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Cấp Độ
14		245		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tuyệt Chiêu
14		246		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc May Mắn
14		247		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tính Năng
14		248		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Hoàn Hảo
//14		249		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Socket
//14		250		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Thần Loại 1
//14		251		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Thần Loại 2
