//=================================================
// 配置 : DUY ĐẠT
// Zalo: DUY ĐẠT - 0961.87.37.67
//=================================================
0
//EventName              DropZen    ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box 380"	 	 		1000	   	100		  	   1		  	   0		   		 0		   		0
end

1
//Section   Type   	MinLevel   	MaxLevel   	Skill   Luck   	Option	Excellent	Rate
0			22		0			0			1		1		1		1			100		//全能刀
0			23		0			0			1		1		1		1			100		//红龙刀
0			35		0			0			1		1		1		1			100		//凤凰爪
2			14		0			0			1		1		1		1			100		//太阳杖
4			21		0			0			1		1		1		1			100		//太平弓
5			12		0			0			0		1		1		1			100		//神魔杖
5			19		0			0			0		1		1		1			100		//雷暴犬
7			29		0			0			0		1		1		1			100		//全能头盔
7			30		0			0			0		1		1		1			100		//神魔头盔
7			31		0			0			0		1		1		1			100		//太平头盔
7			33		0			0			0		1		1		1			100		//太阳头盔
7			43		0			0			0		1		1		1			100		//雷暴头盔
7			73		0			0			0		1		1		1			100		//白龙头盔
8			29		0			0			0		1		1		1			100		//全能盔甲
8			30		0			0			0		1		1		1			100		//神魔盔甲
8			31		0			0			0		1		1		1			100		//太平盔甲
8			32		0			0			0		1		1		1			100		//红龙盔甲
8			33		0			0			0		1		1		1			100		//太阳盔甲
8			43		0			0			0		1		1		1			100		//雷暴盔甲
8			73		0			0			0		1		1		1			100		//白龙盔甲
9			29		0			0			0		1		1		1			100		//全能护腿
9			30		0			0			0		1		1		1			100		//神魔护腿
9			31		0			0			0		1		1		1			100		//太平护腿
9			32		0			0			0		1		1		1			100		//红龙护腿
9			33		0			0			0		1		1		1			100		//太阳护腿
9			43		0			0			0		1		1		1			100		//雷暴护腿
9			73		0			0			0		1		1		1			100		//白龙护腿
10			29		0			0			0		1		1		1			100		//全能护手
10			30		0			0			0		1		1		1			100		//神魔护手
10			31		0			0			0		1		1		1			100		//太平护手
10			32		0			0			0		1		1		1			100		//红龙护手
10			33		0			0			0		1		1		1			100		//太阳护手
10			43		0			0			0		1		1		1			100		//雷暴护手
11			29		0			0			0		1		1		1			100		//全能靴子
11			30		0			0			0		1		1		1			100		//神魔靴子
11			31		0			0			0		1		1		1			100		//太平靴子
11			32		0			0			0		1		1		1			100		//红龙靴子
11			33		0			0			0		1		1		1			100		//太阳靴子
11			43		0			0			0		1		1		1			100		//雷暴靴子
11			73		0			0			0		1		1		1			100		//白龙靴子
end
