//=================================================
// 配置 : DUY ĐẠT
// Zalo: DUY ĐẠT - 0961.87.37.67
//=================================================
0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 3"	 		1000	   100		  1		  			0		    		0		   		0
end

1
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	Rate	NameItem
0			16		0			0			1		1		1		1			100		//毁灭之剑
2			10		0			0			1		1		1		1			100		//暗影之杖
3			1		0			0			1		1		1		1			100		//矛
4			16		0			0			1		1		1		1			100		//圣弩
5			8		0			0			1		1		1		1			100		//毁灭之杖
5			7		0			0			1		1		1		1			100		//雷风杖
6			4		0			0			1		1		1		1			100		//铁盾
6			5		0			0			1		1		1		1			100		//金龙盾
6			6		0			0			1		1		1		1			100		//骨盾
7			1		0			0			0		1		1		1			100		//火龙头盔
8			1		0			0			0		1		1		1			100		//火龙盔甲
9			1		0			0			0		1		1		1			100		//火龙护腿
10			1		0			0			0		1		1		1			100		//火龙护手
11			1		0			0			0		1		1		1			100		//火龙靴子
7			34		0			0			0		1		1		1			100		//黑鸟头盔
8			34		0			0			0		1		1		1			100		//黑鸟盔甲
9			34		0			0			0		1		1		1			100		//黑鸟护腿
10			34		0			0			0		1		1		1			100		//黑鸟护手
11			34		0			0			0		1		1		1			100		//黑鸟靴子
7			3		0			0			0		1		1		1			100		//魔法头盔
8			3		0			0			0		1		1		1			100		//魔法盔甲
9			3		0			0			0		1		1		1			100		//魔法护腿
10			3		0			0			0		1		1		1			100		//魔法护手
11			3		0			0			0		1		1		1			100		//魔法靴子
7			7		0			0			0		1		1		1			100		//狮身头盔
8			7		0			0			0		1		1		1			100		//狮身盔甲
9			7		0			0			0		1		1		1			100		//狮身护腿
10			7		0			0			0		1		1		1			100		//狮身护手
11			7		0			0			0		1		1		1			100		//狮身靴子
8			15		0			0			0		1		1		1			100		//风雨盔甲
9			15		0			0			0		1		1		1			100		//风雨护腿
10			15		0			0			0		1		1		1			100		//风雨护手
11			15		0			0			0		1		1		1			100		//风雨靴子
7			13		0			0			0		1		1		1			100		//碧玉头盔
8			13		0			0			0		1		1		1			100		//碧玉盔甲
9			13		0			0			0		1		1		1			100		//碧玉护腿
10			13		0			0			0		1		1		1			100		//碧玉护手
11			13		0			0			0		1		1		1			100		//碧玉靴子
7			14		0			0			0		1		1		1			100		//金银头盔
8			14		0			0			0		1		1		1			100		//金银盔甲
9			14		0			0			0		1		1		1			100		//金银护腿
10			14		0			0			0		1		1		1			100		//金银护手
11			14		0			0			0		1		1		1			100		//金银靴子
7			25		0			0			0		1		1		1			100		//铁魔头盔
8			25		0			0			0		1		1		1			100		//铁魔盔甲
9			25		0			0			0		1		1		1			100		//铁魔护腿
10			25		0			0			0		1		1		1			100		//铁魔护手
11			25		0			0			0		1		1		1			100		//铁魔靴子
7			26		0			0			0		1		1		1			100		//玄铁头盔
8			26		0			0			0		1		1		1			100		//玄铁盔甲
9			26		0			0			0		1		1		1			100		//玄铁护腿
10			26		0			0			0		1		1		1			100		//玄铁护手
11			26		0			0			0		1		1		1			100		//玄铁靴子
7			39		0			0			0		1		1		1			100		//术士头盔
8			39		0			0			0		1		1		1			100		//术士盔甲
9			39		0			0			0		1		1		1			100		//术士护腿
10			39		0			0			0		1		1		1			100		//术士护手
11			39		0			0			0		1		1		1			100		//术士靴子

end
