//=================================================
// 配置 : DUY ĐẠT
// Zalo: DUY ĐẠT - 0961.87.37.67
//=================================================
0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 4"	 		1000	   100		  1		  			0		    		0		   0
end

1
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	Rate	NameItem
0			16		0			0			1		1		1		1			100		//毁灭之剑
0			31		0			0			1		1		1		1			100		//幻影刀
0			32		0			0			1		1		1		1			100		//地龙之拳
2			10		0			0			1		1		1		1			100		//暗影之杖
3			2		0			0			1		1		1		1			100		//枪
3			3		0			0			1		1		1		1			100		//三叉戟
3			4		0			0			1		1		1		1			100		//蛇矛
3			8		0			0			1		1		1		1			100		//镰刀
5			8		0			0			1		1		1		1			100		//毁灭之杖
5			7		0			0			1		1		1		1			100		//雷风杖
6			8		0			0			1		1		1		1			100		//柱盾
6			10		0			0			1		1		1		1			100		//银盾
7			3		0			0			0		1		1		1			100		//魔法头盔
8			3		0			0			0		1		1		1			100		//魔法盔甲
9			3		0			0			0		1		1		1			100		//魔法护腿
10			3		0			0			0		1		1		1			100		//魔法护手
11			3		0			0			0		1		1		1			100		//魔法靴子
8			15		0			0			0		1		1		1			100		//风雨盔甲
9			15		0			0			0		1		1		1			100		//风雨护腿
10			15		0			0			0		1		1		1			100		//风雨护手
11			15		0			0			0		1		1		1			100		//风雨靴子
7			14		0			0			0		1		1		1			100		//金银头盔
8			14		0			0			0		1		1		1			100		//金银盔甲
9			14		0			0			0		1		1		1			100		//金银护腿
10			14		0			0			0		1		1		1			100		//金银护手
11			14		0			0			0		1		1		1			100		//金银靴子
7			26		0			0			0		1		1		1			100		//玄铁头盔
8			26		0			0			0		1		1		1			100		//玄铁盔甲
9			26		0			0			0		1		1		1			100		//玄铁护腿
10			26		0			0			0		1		1		1			100		//玄铁护手
11			26		0			0			0		1		1		1			100		//玄铁靴子

end
