//=================================================
// 配置 : DUY ĐẠT
// Zalo: DUY ĐẠT - 0961.87.37.67
//=================================================
0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 1"	 	1000	   100		  		1		  			0		    0		   		0
end


1
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	Rate	NameItem
0			1		0			0			1		1		1		1			100		//短刀
0			2		0			0			1		1		1		1			100		//长剑
0			3		0			0			1		1		1		1			100		//日本剑
0			4		0			0			1		1		1		1			100		//杀手刀
0			5		0			0			1		1		1		1			100		//快刀
0			6		0			0			1		1		1		1			100		//罗马剑
0			7		0			0			1		1		1		1			100		//砍刀
0			8		0			0			1		1		1		1			100		//蛇刀
0			9		0			0			1		1		1		1			100		//火龙剑
0			10		0			0			1		1		1		1			100		//光之剑
0			11		0			0			1		1		1		1			100		//魔法剑
0			12		0			0			1		1		1		1			100		//太阳剑
0			13		0			0			1		1		1		1			100		//火刀
0			14		0			0			1		1		1		1			100		//雷电剑
1			2		0			0			1		1		1		1			100		//镰刃斧
1			3		0			0			1		1		1		1			100		//猎手斧
1			4		0			0			1		1		1		1			100		//女神斧
1			5		0			0			1		1		1		1			100		//战斧
2			1		0			0			1		1		1		1			100		//钉锤
2			2		0			0			1		1		1		1			100		//链锤
2			3		0			0			1		1		1		1			100		//战符
2			8		0			0			1		1		1		1			100		//战杖
2			9		0			0			1		1		1		1			100		//钢杖
4			0		0			0			1		1		1		1			100		//小弓
4			1		0			0			1		1		1		1			100		//Cung
4			9		0			0			1		1		1		1			100		//金弩
4			13		0			0			1		1		1		1			100		//天青弩
4			14		0			0			1		1		1		1			100		//金银弩
5			0		0			0			1		1		1		1			100		//骨杖
5			1		0			0			1		1		1		1			100		//仙女杖
5			2		0			0			1		1		1		1			100		//蛇杖
5			3		0			0			1		1		1		1			100		//闪电杖
5			4		0			0			1		1		1		1			100		//骷髅杖
5			5		0			0			1		1		1		1			100		//魔法杖
5			6		0			0			1		1		1		1			100		//复活杖
5			14		0			0			1		1		1		1			100		//法术杖
5			15		0			0			1		1		1		1			100		//风杖
5			16		0			0			1		1		1		1			100		//召唤杖
6			0		0			0			1		1		1		1			100		//圆盾
6			1		0			0			1		1		1		1			100		//角盾
6			2		0			0			1		1		1		1			100		//鸢盾
6			3		0			0			1		1		1		1			100		//女神盾
7			9		0			0			0		1		1		1			100		//铁扇头盔
8			9		0			0			0		1		1		1			100		//铁扇盔甲
9			9		0			0			0		1		1		1			100		//铁扇护腿
10			9		0			0			0		1		1		1			100		//铁扇护手
11			9		0			0			0		1		1		1			100		//铁扇靴子
7			8		0			0			0		1		1		1			100		//千金头盔
8			8		0			0			0		1		1		1			100		//千金盔甲
9			8		0			0			0		1		1		1			100		//千金护腿
10			8		0			0			0		1		1		1			100		//千金护手
11			8		0			0			0		1		1		1			100		//千金靴子
7			4		0			0			0		1		1		1			100		//骨头盔
8			4		0			0			0		1		1		1			100		//骨盔甲
9			4		0			0			0		1		1		1			100		//骨护腿
10			4		0			0			0		1		1		1			100		//骨护手
11			4		0			0			0		1		1		1			100		//骨靴子
7			2		0			0			0		1		1		1			100		//粗布头盔
8			2		0			0			0		1		1		1			100		//粗布盔甲
9			2		0			0			0		1		1		1			100		//粗布护腿
10			2		0			0			0		1		1		1			100		//粗布护手
11			2		0			0			0		1		1		1			100		//粗布靴子
7			10		0			0			0		1		1		1			100		//处女头盔
8			10		0			0			0		1		1		1			100		//处女盔甲
9			10		0			0			0		1		1		1			100		//处女护腿
10			10		0			0			0		1		1		1			100		//处女护手
11			10		0			0			0		1		1		1			100		//处女靴子
7			11		0			0			0		1		1		1			100		//丝绸头盔
8			11		0			0			0		1		1		1			100		//丝绸盔甲
9			11		0			0			0		1		1		1			100		//丝绸护腿
10			11		0			0			0		1		1		1			100		//丝绸护手
11			11		0			0			0		1		1		1			100		//丝绸靴子
7			12		0			0			0		1		1		1			100		//天青头盔
8			12		0			0			0		1		1		1			100		//天青盔甲
9			12		0			0			0		1		1		1			100		//天青护腿
10			12		0			0			0		1		1		1			100		//天青护手
11			12		0			0			0		1		1		1			100		//天青靴子
7			25		0			0			0		1		1		1			100		//铁魔头盔
8			25		0			0			0		1		1		1			100		//铁魔盔甲
9			25		0			0			0		1		1		1			100		//铁魔护腿
10			25		0			0			0		1		1		1			100		//铁魔护手
11			25		0			0			0		1		1		1			100		//铁魔靴子

end

