//=================================================
// 配置 : DUY ĐẠT
// Zalo: DUY ĐẠT - 0961.87.37.67
//=================================================
0
//EventName              DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Box of Kundun 2"	 		1000	   100		  	1		  			0		    	0		   0
end


1
//Section	Type	MinLevel	MaxLevel	Skill	Luck	Option	Excellent	Rate	NameItem
0			13		0			0			1		1		1		1			100		//火刀
0			14		0			0			1		1		1		1			100		//雷电剑
0			15		0			0			1		1		1		1			100		//铁剑
0			16		0			0			1		1		1		1			100		//毁灭之剑
1			6		0			0			1		1		1		1			100		//银刃斧
1			7		0			0			1		1		1		1			100		//金刃斧
1			8		0			0			1		1		1		1			100		//半月斧
2			9		0			0			1		1		1		1			100		//钢杖
2			10		0			0			1		1		1		1			100		//暗影之杖
3			0		0			0			1		1		1		1			100		//光之矛
4			14		0			0			1		1		1		1			100		//金银弩
4			16		0			0			1		1		1		1			100		//圣弩
5			6		0			0			1		1		1		1			100		//复活杖
5			8		0			0			1		1		1		1			100		//毁灭之杖
5			16		0			0			1		1		1		1			100		//召唤杖
6			1		0			0			1		1		1		1			100		//角盾
6			2		0			0			1		1		1		1			100		//鸢盾
6			3		0			0			1		1		1		1			100		//女神盾
7			9		0			0			0		1		1		1			100		//铁扇头盔
8			9		0			0			0		1		1		1			100		//铁扇盔甲
9			9		0			0			0		1		1		1			100		//铁扇护腿
10			9		0			0			0		1		1		1			100		//铁扇护手
11			9		0			0			0		1		1		1			100		//铁扇靴子
7			1		0			0			0		1		1		1			100		//火龙头盔
8			1		0			0			0		1		1		1			100		//火龙盔甲
9			1		0			0			0		1		1		1			100		//火龙护腿
10			1		0			0			0		1		1		1			100		//火龙护手
11			1		0			0			0		1		1		1			100		//火龙靴子
7			7		0			0			0		1		1		1			100		//狮身头盔
8			7		0			0			0		1		1		1			100		//狮身盔甲
9			7		0			0			0		1		1		1			100		//狮身护腿
10			7		0			0			0		1		1		1			100		//狮身护手
11			7		0			0			0		1		1		1			100		//狮身靴子
7			4		0			0			0		1		1		1			100		//骨头盔
8			4		0			0			0		1		1		1			100		//骨盔甲
9			4		0			0			0		1		1		1			100		//骨护腿
10			4		0			0			0		1		1		1			100		//骨护手
11			4		0			0			0		1		1		1			100		//骨靴子
7			12		0			0			0		1		1		1			100		//天青头盔
8			12		0			0			0		1		1		1			100		//天青盔甲
9			12		0			0			0		1		1		1			100		//天青护腿
10			12		0			0			0		1		1		1			100		//天青护手
11			12		0			0			0		1		1		1			100		//天青靴子
7			13		0			0			0		1		1		1			100		//碧玉头盔
8			13		0			0			0		1		1		1			100		//碧玉盔甲
9			13		0			0			0		1		1		1			100		//碧玉护腿
10			13		0			0			0		1		1		1			100		//碧玉护手
11			13		0			0			0		1		1		1			100		//碧玉靴子
7			25		0			0			0		1		1		1			100		//铁魔头盔
8			25		0			0			0		1		1		1			100		//铁魔盔甲
9			25		0			0			0		1		1		1			100		//铁魔护腿
10			25		0			0			0		1		1		1			100		//铁魔护手
11			25		0			0			0		1		1		1			100		//铁魔靴子

end
